"ID","MOVIE_NAME","LANGUAGE","IMBD_RATING","YEAR_OF_RELEASE","MATURITY_RATING","MINUTES"
2740,"Anvatt","Marathi",6.1,2014,"13+",110
2741,"The Car","Malayalam",5.7,1997,"All",133
2742,"The Report","English",7.2,2019,"16+",119
2743,"Kaatru Veliyidai","Tamil",5.9,2017,"All",138
2746,"Baaz","Punjabi",7.2,2014,"13+",141
2748,"Asla Navra Nako Ga Bai","Marathi",7.5,1976,"All",135
2749,"MO","Tamil",6.5,2016,"NR",128
2751,"Rajakumaaran","Tamil",5.2,1994,"NR",144
2752,"Olavu Geluvu","Kannada",8.4,1977,"NR",140
2753,"The Line King: The Al Hirschfeld Story","English",7,1996,"NR",86
2755,"Raja The Great","Telugu",6.5,2017,"16+",150
2756,"Gulmohar","Marathi",5.8,2009,"All",109
1075,"Killers","English",5.5,2010,"13+",100
1076,"Bhoomi","Hindi",5.3,2017,"13+",133
1077,"Maa Tujhhe Salaam","Hindi",3.5,2002,"13+",162
1078,"Universal Soldier: Regeneration","English",5.2,2010,"18+",96
1079,"C/O Kancharapalem","Telugu",9,2018,"13+",146
1080,"Sankranthi","Kannada",6.3,1989,"NR",130
1081,"The Bone Snatcher","English",4.4,2003,"18+",90
1082,"Mission: Impossible","English",7.1,1996,"7+",110
1083,"Yuvaraju","Telugu",5.7,2000,"All",165
1084,"Ek Nirnay- Swatahcha, Swatahsathi.","Marathi",6.5,2019,"All",140
1085,"Passport","Gujarati",5.8,2016,"All",122
1086,"Sex and the City: The Movie","English",5.6,2008,"18+",145
1087,"The Raid 2","Telugu",8,2014,"18+",144
1088,"Naan Kadavul","Tamil",7.8,2009,"18+",134
1093,"7500","English",6.3,2020,"16+",92
1094,"Dushmun","Hindi",7.1,1972,"NR",166
1096,"Cube","English",7.2,1998,"18+",90
1097,"Kuruvi","Tamil",3.7,2008,"13+",161
1099,"Via Dolorosa","English",7.5,2020,"13+",26
1100,"Yamagola","Telugu",6.7,1977,"NR",149
1101,"Standing Up, Falling Down","English",6.5,2020,"18+",91
1102,"Ponniyin Selvan","Tamil",4.8,2005,"All",136
1103,"Terminal","English",5.4,2018,"18+",88
1104,"Uthama Puthiran","Tamil",7.4,1958,"NR",144
1105,"Ishq Wala Love","Marathi",5.8,2014,"All",117
1106,"Thaai Veedu","Tamil",7.4,1983,"All",138
1109,"Munthiri Monchan","Malayalam",8,2019,"All",123
1110,"Beiimaan Love","Tamil",2.8,2016,"18+",115
1111,"Kandhan Karunai","Tamil",7.1,1976,"NR",143
1112,"Aarakshan","Hindi",6.2,2011,"13+",158
1113,"Anand Ashram","Hindi",7.2,1977,"All",127
1114,"Ab aani Cd","Marathi",6.6,2020,"All",118
1115,"Saaho (Tamil)","Tamil",5.2,2019,"13+",169
1116,"Bibhas","Bengali",6.4,2017,"13+",127
1117,"Fired","Hindi",4.4,2010,"18+",83
1121,"Ichchhemotir Gappo","Bengali",6.4,2015,"18+",131
1123,"Pugazh","Tamil",5.5,2016,"All",120
1125,"Cappuccino","Malayalam",3.7,2017,"All",130
1127,"Action 3D","Telugu",5.2,2013,"18+",152
1128,"Shala","Marathi",8.2,2012,"All",104
1129,"Terror","Telugu",7,2016,"13+",140
1130,"Haan Maine Bhi Pyar Kiya","Hindi",3.7,2002,"All",167
1131,"I, Frankenstein","English",5.1,2014,"13+",92
1133,"Sye Raa Narasimha Reddy (Tamil)","Tamil",7.4,2019,"13+",169
1135,"Viyyalavari Kayyalu","Telugu",4.9,2007,"13+",150
1136,"Vinara Sodara Veera Kumara","Malayalam",7.4,2019,"13+",145
1137,"Aftershock","English",4.8,1990,"18+",92
1138,"New Jerusalem","English",6.3,2011,"NR",92
1140,"Suryavanshi","Hindi",4.5,1992,"13+",162
1141,"Love Ke Liye Kuch Bhi Karega","Hindi",6,2001,"All",130
1143,"Kakkakuyil","Malayalam",6.3,2001,"All",174
1145,"Selfie from Hell","English",3,2018,"18+",75
1146,"Nee Kosam","Telugu",6.4,1999,"NR",122
1147,"Singham Returns","Hindi",5.7,2014,"NR",139
1148,"Shudhu Tomari Jonyo","Bengali",6.7,2017,"13+",148
1149,"Halunda Tavaru","Kannada",7.6,1994,"NR",141
1152,"Amra Amar Premee","Bengali",8.7,2013,"13+",128
1154,"Brazil","English",7.9,1985,"18+",142
1155,"Kony","Bengali",7.4,1986,"All",119
1156,"Dakuaan Da Munda","Punjabi",7.9,2018,"13+",140
1157,"Antham","Telugu",4.8,2016,"18+",105
1158,"Isi Life Mein","Hindi",5.5,2010,"All",138
1159,"Meelo Evaru Koteswarudu","Telugu",5.9,2016,"13+",124
1160,"Train To Busan","Telugu",7.6,2016,"18+",113
1163,"Barkhaa","Hindi",5.1,2015,"18+",123
1164,"Adrift","Tamil",6.6,2018,"16+",92
1165,"Bohemian Rhapsody","English",8,2018,"13+",134
1166,"After Earth","Hindi",4.8,2013,"13+",99
1168,"Yaar Annmulle 2","Punjabi",5.3,2017,"13+",118
1169,"Mogudu","Telugu",7.3,2011,"13+",158
1170,"Son Of Sardaar","Hindi",4,2012,"NR",140
1171,"Guilty By Suspicion","English",6.5,1991,"16+",104
1173,"The Expendables 3","Telugu",6.1,2014,"16+",121
1174,"24 Hours","Telugu",8.3,2004,"NR",79
1175,"Thattathin Marayathu","Malayalam",7.4,2012,"All",126
1176,"Katheyondu Shuruvagide","Kannada",7.4,2018,"13+",132
1177,"Silence (Tamil)","Tamil",3.8,2020,"16+",126
1178,"Nandini Nursing Home","Telugu",7.3,2016,"13+",150
1179,"Lara Croft: Tomb Raider","Telugu",5.8,2001,"18+",100
1180,"Satta","Hindi",6.8,2003,"18+",148
1182,"The Good Liar","English",6.6,2019,"18+",109
1184,"Ottakoru Kaamukan","Malayalam",6.4,2018,"All",143
1186,"Gudgudee","Hindi",4.2,1997,"13+",138
1188,"Lord Livingstone 7000 Kandi","Malayalam",5.4,2015,"All",131
1189,"Bitter Moon","English",7.2,1994,"18+",139
1191,"Life Is Beautiful","Malayalam",8.6,2000,"All",141
1194,"Shoot At Sight Utharvu","Telugu",6.3,2020,"13+",108
1196,"Nirnayam","Malayalam",7.1,1994,"All",166
1198,"Lal Pathar","Bengali",7.8,2017,"13+",131
1199,"Jeevana Taranga","Kannada",7.4,1963,"NR",136
1200,"Fantastic Beasts and Where to Find Them","English",7.3,2016,"13+",132
1201,"Ca$h","English",6,2010,"18+",108
1202,"Aaghaaz","Hindi",4.1,2000,"All",152
1203,"Air Hostess","Malayalam",5.2,1980,"NR",141
1204,"Bajatey Raho","Hindi",5.3,2013,"NR",105
1205,"The Perfect Girl","Hindi",5.8,2015,"NR",90
1206,"Ti Ratra","Marathi",4.8,2010,"13+",134
1207,"Stuart Little","Telugu",5.9,1999,"All",84
1208,"Bastu Shaap","Bengali",6.6,2018,"13+",129
1209,"Sixer","Tamil",5.8,2019,"All",128
1213,"Jumanji","English",7,1995,"7+",104
1214,"Honeymoon","Bengali",5.3,2018,"All",120
1216,"Kadaikutty Singam","Tamil",6.9,2018,"All",147
1217,"Karam","Hindi",5.5,2005,"18+",116
1218,"Masti","Kannada",6.2,2007,"All",156
1220,"Aadi Purana","Kannada",7,2018,"18+",139
1221,"Ammakkilikoodu","Malayalam",5.3,2003,"NR",138
1224,"Avalude Raavuka","Malayalam",6.7,1978,"NR",112
1225,"Vismayam","Malayalam",7.7,2016,"All",144
1226,"S3 (Telugu)","Telugu",6.2,2018,"All",150
1227,"Mantra","Telugu",6.7,2007,"18+",133
1229,"TD Dasan Std VIB","Malayalam",7.3,2010,"All",96
1230,"Trance","Malayalam",7.3,2020,"13+",168
1231,"The Courier","Telugu",4.8,2019,"18+",99
1233,"Aagadu","Telugu",5.4,2014,"13+",161
1234,"Office #thebrightesthorrorfilm","Hindi",5.4,2017,"NR",96
1238,"Chaani","Marathi",7.9,1976,"All",124
1239,"Jaddi Sardar","Punjabi",6.2,2019,"All",149
1240,"Constantine","English",7,2005,"18+",120
1243,"Anaganaga O Premakatha","Telugu",5.5,2018,"All",125
1244,"Ghatothkach 2","Hindi",6.7,2013,"All",72
1245,"Naag Panchami","Hindi",5.6,1971,"All",138
1247,"Top Cat (Telugu)","Telugu",4.6,2012,"All",86
1249,"Sheshnaag","Hindi",4.5,1990,"NR",144
1250,"Oru Nalla Naal Paathu Sollrean","Tamil",6.2,2018,"All",146
1251,"Parashuram","Bengali",7.4,1980,"All",92
1252,"Afternoon Delight","English",5.7,2013,"18+",97
1253,"Muthu","Tamil",7.6,1995,"All",158
1254,"Hulla","Hindi",6.4,2008,"13+",110
1255,"Boys","Tamil",7.2,2003,"13+",170
1256,"Unishe April","Bengali",7.7,2017,"13+",133
1257,"Ammachi Yemba Nenapu","Kannada",7.8,2018,"13+",131
1258,"American Hustle","English",7.2,2013,"18+",137
1259,"Rama Krishna","Kannada",5.4,2004,"NR",146
1260,"Silsila","Hindi",7.3,1981,"7+",180
1261,"The Expendables","Tamil",6.5,2010,"18+",99
1262,"Dhira (Tamil)","Tamil",5.7,2020,"7+",117
1263,"Dhating Dhingana","Marathi",5.8,2013,"All",130
1265,"Kong: Skull Island","Tamil",6.6,2017,"16+",118
1266,"Battle Drone","Hindi",5.2,2018,"16+",89
1267,"Thoovanathumbikal","Malayalam",8.6,1987,"18+",153
1268,"Vaanam Kottattum","Tamil",6.3,2020,"All",118
1269,"Sooryavansham","Hindi",6.3,1999,"All",169
1272,"Transformers: Dark of the Moon","Tamil",6.2,2011,"13+",154
1274,"Golemale Pirit Koro Na","Bengali",5.3,2017,"13+",124
1276,"Metropolitan","English",7.4,1990,"16+",94
1277,"Bandhu","Bengali",6.5,2018,"13+",130
1278,"Commando 2: The Black Money Trail","Hindi",5.3,2017,"13+",122
1279,"Kitaab","Hindi",7.5,1977,"NR",124
1280,"The Gambinos","Malayalam",7.4,2019,"13+",122
1281,"Ninnu Thalachi","Telugu",6.3,2019,"All",138
1285,"Patthar Ke Sanam","Hindi",6.6,1978,"All",138
1286,"Nakhuda","Hindi",6.5,1981,"All",117
1287,"Dhira (English)","English",5.7,2020,"7+",117
1288,"The Gruffalo","Hindi",7.5,2009,"All",27
1291,"Maanagaram","Tamil",8.1,2017,"13+",135
1292,"Rocketman","English",7.3,2019,"18+",121
1294,"The Terminal","Hindi",7.4,2004,"All",128
1295,"Dear Vs Bear","Hindi",6.4,2014,"NR",125
1296,"Provoked: A True Story","English",6.6,2007,"NR",113
1297,"Karulina Koogu","Kannada",7.3,1994,"NR",132
1298,"Agent Sai Srinivasa Athreya","Telugu",8.4,2019,"13+",144
1299,"The Kids Are all Right","English",7,2010,"18+",106
1300,"Baaghi","Hindi",4.2,2000,"13+",162
1303,"Malgudi Days","Kannada",6.5,2020,"13+",152
1304,"Anari","Hindi",4.8,1993,"All",171
1306,"Chander Pahar","Bengali",6.4,2013,"13+",150
1307,"Honey Boy","Tamil",7.3,2019,"18+",94
1308,"Y","Malayalam",6.4,2017,"All",104
1310,"Abohomaan","Bengali",7.4,2010,"13+",123
1311,"This Boy's Life","English",7.3,1993,"18+",114
1312,"Mission: Impossible III","Telugu",6.9,2006,"13+",125
1313,"The Departed","English",8.5,2006,"18+",151
1314,"Aa Neram Alppa Dooram","Malayalam",5.9,1985,"NR",122
1315,"Kanni Thaai","Tamil",6.7,1965,"NR",122
1316,"Rock the Kasbah","English",5.5,2015,"16+",106
1317,"Huliya Haalina Mevu","Kannada",8.4,1979,"NR",170
1319,"Radha Gopalam","Telugu",6.3,2005,"NR",153
1320,"Dwaraka (Tamil)","Tamil",4.9,2019,"13+",123
1321,"The Conjuring (2013)","Hindi",7.5,2013,"18+",111
1324,"Ondu Shikariya Kathe","Kannada",7,2020,"13+",131
1325,"The Duff","English",6.5,2015,"18+",96
1326,"Breathe","English",7.2,2017,"16+",117
1328,"Kalavani","Tamil",7.1,2010,"All",151
1329,"Premachi Goshta","Marathi",7.3,2013,"All",127
1330,"Ribbon","Hindi",6.9,2017,"16+",102
1331,"Majnu","Bengali",6.5,2017,"13+",132
1333,"Django Unchained","English",8.4,2012,"18+",165
1336,"Bedazzled","English",6,2000,"18+",93
1337,"Born To Race : Fast Track","Bengali",5.3,2014,"16+",97
1338,"Down in Shadowland","English",6.3,2014,"NR",69
1341,"Varalaru","Tamil",7.2,2006,"13+",165
1344,"Officer","Telugu",3.4,2018,"13+",116
1345,"Uuf Kya Jaadoo Mohabbat Hai","Hindi",4.8,2004,"All",134
1346,"Davpech","Marathi",6.7,2010,"All",125
1347,"Target Number One","Hindi",6.1,2020,"18+",119
1348,"Baaram","Tamil",8,2020,"18+",87
1349,"Gunturodu","Telugu",6.2,2017,"13+",132
1350,"Anna","Telugu",6.6,1994,"NR",136
1354,"Charlie's Angels (2000)","Hindi",5.5,2000,"18+",98
1355,"LOCAS POR EL CAMBIO","English",4.8,2020,"16+",94
1358,"The Reluctant Revolutionary","English",7.6,2012,"NR",70
1360,"Cheluvina Chittara","Kannada",6.6,2007,"NR",144
1361,"Happiness Continues: A Jonas Brothers Concert Film","English",7.4,2020,"16+",104
1362,"Kaante","Hindi",6.6,2002,"18+",145
1363,"Love and Other Impossible Pursuits","English",6.3,2010,"18+",102
1364,"Union Leader","Hindi",7.2,2018,"13+",101
1365,"Mumbai Taxi","Malayalam",3.2,2015,"All",103
1366,"Deyyam","Telugu",6.4,1996,"18+",96
1367,"Knight and Day","English",6.3,2010,"13+",109
1369,"Mejo Bou","Bengali",5.5,1995,"All",129
1370,"Rambo: First Blood Part II","English",6.5,1985,"18+",95
1371,"Jamai 420","Bengali",4.5,2017,"13+",137
1373,"Raatri","Telugu",7.1,1992,"18+",126
1374,"Parineeta","Hindi",7.2,2005,"13+",124
1375,"Battleship","English",5.8,2012,"13+",131
1376,"Pattipulam","Tamil",5.4,2019,"NR",103
1378,"Nirbaak","Bengali",6.4,2017,"13+",109
1380,"Hawaizaada","Hindi",5.5,2015,"All",124
1381,"L7 (Hindi)","Hindi",4.6,2018,"13+",106
1382,"Satyanweshi","Bengali",6,2017,"13+",118
1383,"Katha Sangama","Kannada",7.5,1976,"NR",134
1384,"Ki & Ka","Hindi",5.8,2016,"NR",123
1386,"Natsamrat","Marathi",9,2015,"All",165
1387,"Oru Kidayin Karunai Manu","Tamil",7.7,2017,"NR",119
1389,"Valerian and the City of a Thousand Planets","Tamil",6.5,2017,"16+",136
1391,"Kanjirappally Kariachan","Malayalam",4.2,1996,"NR",101
1392,"Only","Hindi",5.1,2020,"18+",97
1393,"Oohakachavadam","Malayalam",7,1988,"NR",143
1395,"Baby On Board","English",4.2,2010,"18+",94
1400,"Sahaj Paather Gappo (Colours of Innocence)","Bengali",8.4,2017,"All",81
1401,"Elysium","English",6.6,2013,"18+",109
1402,"Pappan Priyappetta Pappan","Malayalam",6.8,1986,"NR",137
1403,"Prassthanam","Hindi",5.9,2019,"13+",138
1404,"Bal Shivaji","Hindi",5.9,1981,"All",120
1405,"Troyee","Bengali",6.4,1982,"NR",105
1406,"World War Z","English",7,2013,"13+",116
1411,"Agneepath (2012)","Hindi",6.9,2012,"13+",173
1412,"Guns Akimbo","English",6.3,2020,"18+",93
1413,"The Way Back","English",6.7,2020,"18+",108
1414,"Char Adhyay","Bengali",6.9,2017,"13+",130
1417,"Broken Vows","English",4.3,2016,"18+",90
1418,"The Bourne Supremacy","English",7.7,2004,"All",108
1419,"White House down","Hindi",6.4,2013,"16+",131
1420,"Driving Licence","Malayalam",7.2,2019,"13+",133
1422,"Jamai Badal","Bengali",4.5,2019,"All",140
1423,"Survivor","Tamil",5.6,2015,"13+",96
1424,"Sahasa Veerudu Sagara Kanya","Telugu",6.1,1996,"All",138
1425,"Mukkam Post London","Marathi",4.6,2007,"All",120
1428,"Acha Dhin","Malayalam",3.2,2015,"All",107
1429,"No Smoking","Hindi",7.2,2007,"NR",126
1431,"Bleeding Steel","Tamil",5.2,2017,"13+",105
1432,"Satte Pe Satta","Hindi",7.2,1981,"All",153
1433,"Justice League","Telugu",6.3,2017,"13+",119
1434,"Charlie's Angels","Telugu",4.8,2019,"13+",118
1435,"Stupid 7","Punjabi",7.2,2013,"13+",144
1436,"The Divided Soul of America","English",6.5,2020,"13+",53
1437,"Freedom for the Wolf","English",7.4,2020,"13+",85
1442,"Ave Maria","Malayalam",6.9,2018,"13+",74
1443,"Shejari Shejari","Marathi",7.6,1991,"All",139
1444,"Kuch Kuch Hota Hai","Hindi",7.6,1998,"All",185
1445,"Dear Comrade","Telugu",7.3,2019,"13+",167
1446,"Chaloo Movie","Hindi",4,2011,"All",125
1448,"Addicted","English",5.1,2014,"18+",105
1449,"No Strings Attached","Hindi",6.2,2011,"18+",107
1451,"God Father","Malayalam",8.6,1991,"All",145
1453,"Life In A Year","Telugu",5.6,2021,"13+",107
1456,"Vinodam","Telugu",7.2,1996,"All",150
1457,"Snegithiye","Tamil",6.6,2000,"18+",154
1458,"Kadhal Desam","Tamil",6.8,1996,"All",142
1459,"Ladies vs Ricky Bahl","Hindi",6,2011,"All",139
1460,"Indiana Jones and the Temple of Doom","English",7.6,1984,"18+",118
1461,"Chhatrapati Shasan","Marathi",8.5,2019,"13+",123
1462,"Hulchul","Hindi",7,2004,"All",148
1464,"Chinna Kannamma","Tamil",6.5,1993,"All",130
1466,"Vismayathumbathu","Malayalam",5,2004,"All",149
1467,"Chupke Chupke","Hindi",8.3,1975,"All",129
1468,"Mulamoottil Adima","Malayalam",7,1985,"NR",129
1469,"The Bourne Legacy","English",6.6,2012,"13+",134
1470,"Mortdecai","English",5.5,2015,"18+",106
1471,"All I See Is You","English",5.4,2017,"18+",107
1472,"The Gift","English",7,2015,"16+",107
1473,"Jawaan","Telugu",4.7,2017,"13+",129
1474,"1920","Hindi",6.4,2008,"18+",138
1475,"Khamoshi The Musical","Hindi",7.5,1996,"All",158
1476,"Amityville: It's About Time","English",4.6,1992,"18+",95
1477,"Hemanta","Bengali",5.6,2018,"13+",132
1478,"Unlikely Angel","English",6.5,1996,"13+",91
1480,"Saboot","Hindi",6.7,1980,"18+",132
1481,"Phoring","Bengali",7.5,2020,"13+",126
1483,"Olympus Has Fallen","Marathi",6.5,2013,"18+",114
1484,"2 Penkuttikal","Malayalam",6.5,2016,"NR",82
1485,"Kottayam Kunjachan","Malayalam",7.3,1990,"All",119
1487,"Green Lantern","English",5.5,2011,"All",113
1488,"Meymarandhaen Paaraayoa","Tamil",4.4,2015,"All",157
1489,"Hello Kolkata","Bengali",6,2018,"13+",125
1490,"Bas Ek Chance","Gujarati",6.7,2015,"13+",143
1491,"Bounty Hunters","English",5.4,2016,"13+",105
1492,"Missing On A Weekend","Hindi",4.4,2016,"13+",105
1493,"Dost","Hindi",5.9,1985,"All",114
1494,"Bumm Bumm Bole","Hindi",6.1,2010,"All",123
1495,"Lukan Michi","Punjabi",4.7,2019,"All",134
1496,"The Gruffalo","English",7.5,2009,"All",27
1497,"Karobaar: The Business of Love","Hindi",4.5,2000,"13+",147
1498,"Dwitiyo Purush","Bengali",6,2020,"13+",127
1499,"Kaadhal mannan","Tamil",7.1,1998,"All",140
1500,"Somm","English",7.1,2012,"13+",93
1501,"Atlas Shrugged: Part III","English",4.3,2014,"18+",99
1502,"The Dark Knight","Hindi",9,2008,"13+",152
1503,"Jeet","Hindi",5.6,1996,"13+",160
1505,"Arjan","Punjabi",6.4,2017,"13+",148
1506,"Selah and the Spades","English",4.8,2020,"18+",97
1507,"Yodha","Hindi",4.7,1991,"All",140
1508,"Out of a Jam","Hindi",8.5,2015,"NR",59
1509,"Saaho (Malayalam)","Malayalam",5.2,2019,"13+",169
1510,"Sri Krishnadevaraya","Kannada",8.8,1970,"NR",192
1511,"Alor Pipasa","Bengali",7.4,2017,"13+",125
1513,"Amar Kantak","Bengali",5.6,1986,"NR",137
1515,"Harry Potter and the Half-Blood Prince","English",7.6,2009,"13+",153
1516,"Koi Mere Dil Mein Hai","Hindi",4.9,2005,"13+",128
1518,"Duniyadari","Marathi",7.4,2013,"13+",145
1520,"Chhota Bheem And Sky Dragon","Hindi",4.8,2015,"All",68
1521,"Gogoler Kirti","Bengali",5.7,2017,"13+",119
1522,"Kaala (Malayalam)","Malayalam",6.7,2018,"13+",160
1523,"Villathi Villan Veerappan","Tamil",5.3,2016,"18+",117
1524,"Mission: Impossible III","Tamil",6.9,2006,"13+",125
1525,"Antardwand","Hindi",7.3,2010,"13+",104
1528,"REDLINE","Tamil",4,2007,"16+",92
1529,"The Purge","English",5.7,2013,"18+",85
1530,"Moonu Kodiyum Munnooru Pavanum","Malayalam",3.8,1997,"NR",132
1531,"Kapata Nataka Patradhari","Kannada",7.1,2019,"13+",104
1532,"Bad Boys","English",6.9,1995,"13+",118
1533,"Stung","English",5.1,2015,"18+",87
1534,"Raja Hindustani","Hindi",6.2,1996,"All",170
1536,"Paromitar Ek Din","Bengali",7.4,2000,"All",133
1539,"Kabul Express","Hindi",6.8,2006,"13+",104
1541,"Ithikkara Pakki","Malayalam",5.1,1980,"NR",143
1543,"Norm Of The North","English",3.4,2016,"7+",86
1544,"Dui Purush","Bengali",6.1,1978,"NR",124
1545,"Bhalwan Singh","Punjabi",6.5,2017,"13+",124
1546,"Charlie's Angels: Full Throttle","English",4.9,2003,"18+",105
1547,"Xcuse Me","Hindi",5.7,2003,"All",144
1549,"Patiala Dreamz","Punjabi",4.4,2013,"13+",128
1551,"Wild Oats","English",5.7,2016,"16+",91
1552,"Good Newwz","Hindi",7,2019,"16+",131
1554,"Manassinakkare","Malayalam",7.4,2003,"All",152
1555,"Mechanic Ressurection","Tamil",5.7,2016,"16+",94
1556,"Tuneega Tuneega","Telugu",3.8,2012,"All",144
1557,"Remembrance","Hindi",7.2,2016,"All",19
1558,"The Godfather Part III","English",7.6,1990,"18+",170
1559,"Meet the Spartans","English",2.8,2008,"18+",83
1561,"Cash","Hindi",3.4,2007,"13+",132
1562,"Orajnoitik Noy","Bengali",6.3,2013,"NR",75
1563,"Devaki","Kannada",6.2,2019,"13+",126
1564,"Ong Bak 3","English",5,2011,"16+",94
1565,"Mumbaicha Dabewala","Marathi",5.3,2007,"13+",149
1566,"Maachis","Hindi",7.8,1996,"18+",156
1567,"Bhooter Bhabishyat","Bengali",8.1,2019,"13+",119
1568,"Speedunnodu (Hindi)","Hindi",4.5,2017,"13+",117
1569,"Kavacham","Telugu",5.5,2018,"13+",138
1571,"Jurassic Attack aka Rise of the Dinosaurs","Hindi",2.3,2016,"16+",83
1572,"Hum Dil De Chuke Sanam","Hindi",7.5,1999,"NR",188
1573,"London Has Fallen","Tamil",5.9,2016,"18+",94
1575,"Hum Tum","Hindi",7,2004,"7+",142
1577,"Vazhakku Enn 18/9","Tamil",8.3,2012,"13+",122
1578,"Agent Vinod","Hindi",5.2,2012,"NR",149
1580,"American Sniper","English",7.3,2014,"18+",132
1581,"Mantram","Kannada",4.4,2017,"13+",108
1582,"Bornoporichoy","Bengali",5.3,2019,"16+",101
1585,"Oru Kuppai Kathai","Tamil",6.5,2018,"All",114
1587,"Dino King - Journey to Fire Mountain","Hindi",4.8,2017,"13+",90
1589,"Kurukshetra","Marathi",6,2013,"All",115
1591,"Nagavalli","Telugu",4.5,2010,"All",156
1592,"Yaariyan","Punjabi",6.3,2008,"All",157
1593,"Naan Aanaiyittal","Tamil",5.8,2017,"13+",151
1595,"Durgamma","Telugu",3.8,1992,"NR",110
1596,"The Godfather Part II","English",9,1974,"18+",202
1599,"American Pie Presents: The Naked Mile (Unrated)","Hindi",5.2,2006,"18+",101
1600,"Maza Pati Karodpati","Marathi",7.2,1988,"All",132
1601,"Barayan","Marathi",7.6,2018,"NR",151
1602,"Lakshmi Raave Ma Intiki","Telugu",4.9,2014,"13+",150
1603,"Kong: Skull Island","Telugu",6.6,2017,"16+",118
1606,"7, Roshan Villa","Marathi",6,2016,"16+",118
1607,"Baishe Srabon","Bengali",8.1,2017,"13+",139
1608,"Paisa","Telugu",7.7,2013,"18+",137
1609,"Geet Gaata Chal","Hindi",7,1975,"All",138
1611,"Gidarh Singhi","Punjabi",5.3,2019,"All",115
1613,"Ami Vs Tumi","Bengali",5.1,2019,"13+",117
1614,"Poochakkoru Mookkuthi","Malayalam",6.8,1984,"NR",156
1615,"Tyag","Bengali",5.9,2004,"All",154
1616,"Raja Kireedam","Malayalam",6.2,2017,"13+",147
1617,"Hum Se Hai Zamana","Hindi",6,1983,"All",138
1618,"Dil Pardesi Ho Gaya","Punjabi",4.9,2013,"13+",144
1619,"Pinjra","Marathi",5.5,1972,"All",166
1620,"Dhol Ratti","Punjabi",6.3,2018,"13+",
1621,"Mithai","Kannada",4.3,2019,"13+",137
1622,"The Spectacular Now","English",7.1,2013,"16+",95
1623,"Contract","Hindi",4,2008,"18+",117
1624,"Beiimaan Love","Telugu",2.8,2016,"18+",115
1625,"Amaanat","Punjabi",6.1,2019,"All",117
1626,"My Mom's New Boyfriend","English",5.3,2008,"18+",93
1628,"Oxygen","Gujarati",8.2,2018,"13+",149
1629,"Krishna Babu","Telugu",5.7,1999,"All",148
1630,"Money Hai Toh Honey Hai","Hindi",2.7,2008,"NR",137
1631,"Room on a Broom","English",7.6,2012,"7+",26
1633,"Charlie's Angels","Tamil",4.8,2019,"13+",118
1634,"Chaitali","Bengali",6,2017,"13+",136
1635,"Law Abiding Citizen","Hindi",7.4,2009,"18+",104
1636,"300","English",7.6,2007,"18+",116
1637,"Betaaj Badshah","Hindi",5,1994,"13+",146
1638,"Pari","Hindi",6.6,2018,"18+",134
1640,"Birth of the Dragon","Tamil",5.5,2017,"13+",91
1641,"The Impossible","English",7.6,2012,"13+",113
1642,"Aaha Kalyanam","Tamil",6,2014,"13+",141
1643,"Sagarika","Bengali",7.2,2017,"13+",115
1644,"Code of Honor","English",4.1,2016,"18+",106
1645,"Long Shot","English",6.8,2019,"18+",125
1646,"Iblis","Malayalam",6.5,2018,"All",118
1648,"Niskarsha","Kannada",7.6,1993,"NR",139
1649,"Chashme Bahaddar","Marathi",6.5,2006,"All",145
1650,"Raja Rani","Tamil",7.6,1976,"NR",168
1651,"Transformers: Age of Extinction","English",5.6,2014,"13+",164
1652,"Paradh","Marathi",6.7,2010,"13+",128
1654,"Tumhaare Bina","Hindi",5.6,1982,"All",139
1655,"Tujha Tu Majha Mi","Marathi",4.8,2017,"13+",124
1656,"Dil Tera Aashiq","Hindi",5.1,1993,"All",142
1658,"Warrior Savitri","Hindi",5.5,2016,"18+",121
1659,"Shrimant Damodar Pant","Marathi",6.9,2006,"All",101
1661,"Summer 2007","Hindi",6.2,2008,"13+",166
1662,"Ghost Rider: Spirit Of Vengeance","Hindi",4.3,2012,"18+",95
1663,"Mala Kahich Problem Nahi","Marathi",7.2,2017,"13+",132
1664,"Assassin's Creed","English",5.7,2016,"13+",115
1666,"Norm Of The North","Hindi",3.4,2016,"7+",86
1670,"Main Teri Tu Mera","Punjabi",6.2,2016,"13+",133
1671,"The Bourne Ultimatum","English",8,2007,"13+",115
1674,"Ezhai Jaathi","Tamil",5.3,1993,"NR",120
1676,"Top Cat","Hindi",4.6,2012,"13+",86
1677,"White House down","Tamil",6.4,2013,"16+",131
1678,"The Cave","English",5.1,2005,"16+",97
1681,"Penguin (Malayalam)","Malayalam",4.6,2020,"18+",132
1682,"Time to Kill, A","English",7.5,1996,"18+",149
1683,"Vaisali","Malayalam",6.4,1988,"NR",133
1684,"Sye Raa Narasimha Reddy (Kannada)","Kannada",7.4,2019,"13+",169
1686,"Dushmani : A Violent Love Story","Hindi",5,1996,"13+",157
1687,"Rajkahini","Bengali",7.3,2017,"13+",159
1688,"Ghar Bazar","Hindi",4.8,1995,"NR",129
1689,"The Quiet","English",6.2,2005,"18+",96
1690,"Ottam","Malayalam",7.3,2019,"All",119
1692,"Grease Live!","English",7.3,2016,"16+",130
