"ID","MOVIE_NAME","LANGUAGE","IMBD_RATING","YEAR_OF_RELEASE","MATURITY_RATING","MINUTES"
2899,"Dava Dava","Kannada",8.1,1999,"NR",125
2900,"The Dresser","English",6.8,2016,"13+",109
2903,"Jab We Met","Gujarati",7.9,2007,"All",138
2906,"Byomkesh Bakshi","Bengali",9.2,2017,"13+",110
2907,"RX100","Telugu",6.9,2018,"18+",148
2908,"Guddu","Hindi",4.2,1995,"All",149
2909,"The Mummy Returns","Hindi",6.4,2001,"18+",129
2910,"Arbitrage","English",6.6,2012,"18+",102
2912,"Hi Porgi Kunachi","Marathi",5.6,2007,"All",130
2914,"Student of the Year 2","Hindi",2.2,2019,"13+",145
2915,"Nobel Son","English",6.2,2007,"16+",110
2916,"Universal Soldier: Regeneration","Tamil",5.2,2010,"18+",96
2917,"Aatish Feel the Fire","Hindi",5.8,1994,"13+",149
2919,"The Dark Knight Rises","English",8.4,2012,"13+",164
2920,"Minugurulu","Telugu",7.5,2014,"13+",117
2921,"Sound Thoma","Malayalam",4.5,2013,"All",152
2923,"Nanci","Tamil",7.2,1999,"NR",60
2925,"A Scandall","Tamil",3.1,2016,"18+",108
2926,"Por Bazaar","Marathi",6.6,2014,"13+",97
2927,"Bad Boys for Life","Hindi",6.6,2020,"18+",123
2928,"Parched","Hindi",7.6,2016,"18+",116
2929,"Thyagu","Tamil",7.4,1990,"All",124
2930,"Bala Gau Kashi Angai","Marathi",7.8,1977,"All",140
2931,"Train To Busan","Hindi",7.6,2016,"18+",113
2932,"Reminiscences of a Journey to Lithuania","English",7.7,1972,"NR",81
2933,"Jindari","Punjabi",6.6,2018,"13+",128
2934,"Chennai 2 Singapore","Tamil",6,2017,"All",122
2935,"1st Rank Raju","Telugu",5.2,2019,"13+",127
2936,"Gotro","Bengali",7,2019,"13+",139
2937,"The Landlord","Tamil",5.4,2017,"16+",86
2938,"Pataakha","Hindi",7.2,2018,"13+",131
2939,"Drugstore Cowboy","English",7.3,1989,"18+",101
2940,"Mulzim","Hindi",4.8,1988,"13+",156
2941,"Sohalla","Marathi",8.3,2019,"13+",104
2945,"Harfan Maulaa","Hindi",5.2,1976,"NR",138
2946,"Cowgirls N Angels","English",6.1,2012,"7+",91
2947,"Puthiya Mugham","Malayalam",5.6,2009,"13+",134
2949,"Under World","Malayalam",5.7,2019,"13+",158
2951,"Hota Hai Dil Pyaar Mein Paagal","Hindi",5.4,2006,"NR",119
2953,"Supremacy","English",5.7,2014,"18+",110
2954,"Jaane Kyun De Yaaron","Hindi",4.8,2018,"13+",122
2955,"The Hunter","English",6.7,2011,"18+",101
2956,"Hellboy: Sword of Storms","English",6.5,2006,"13+",77
2957,"Zakir Khan: Haq Se Single","Hindi",8.6,2017,"18+",92
2958,"Ghara Baher","Marathi",5.6,1999,"All",151
2959,"Rock On","Hindi",7.7,2008,"All",145
2960,"Do You Like Broccoli Ice Cream? & More Kids Songs - Super Simple Songs","English",5.9,2017,"All",48
2962,"Bidaay Byomkesh","Bengali",5.3,2018,"13+",119
2963,"Blue Night","English",4.4,2018,"18+",87
2966,"The Pleasure of Being Robbed","English",6.1,2008,"NR",68
2967,"Alinagarer Golokdhadha","Bengali",7.1,2018,"All",136
2968,"In Time","English",6.7,2011,"18+",109
2970,"Tum Haseen Main Jawaan","Hindi",7.1,1970,"All",148
2971,"Abduction Point","Gujarati",5.6,2016,"18+",82
2972,"Bad Boys","Telugu",6.9,2000,"NR",122
2973,"Gringo","English",6.1,2018,"16+",106
2974,"Ajnabee","Hindi",6.4,2001,"13+",149
2975,"Vacancy","Hindi",6.2,2007,"18+",85
2977,"Bhalobasa Bhalobasa","Bengali",7.1,1985,"NR",138
2978,"Honey Bee","Malayalam",3.4,2013,"13+",130
2979,"Gair Kaanooni","Hindi",5.3,1989,"All",152
2980,"Purani Jeans","Hindi",6.2,2014,"NR",134
2981,"Yamaleela","Telugu",7.5,1994,"All",132
2983,"Purana Mandir","Hindi",6.3,1984,"18+",128
2984,"47 To 84 - Hun Main Kisnu Watan Kahunga","Punjabi",5,2014,"13+",128
2985,"Akasathinte Niram","Malayalam",7,2012,"All",119
2986,"Mean Girls","English",7,2004,"18+",96
2987,"Coffee With D","Hindi",4.4,2017,"18+",119
2988,"Dugma: The Button","English",7.1,2019,"13+",57
2989,"Bhayanakam","Malayalam",7,2018,"All",121
2992,"Mujhe Insaaf Chahiye","Hindi",6.5,1983,"NR",133
2993,"Passengers (2008)","English",5.9,2009,"13+",92
2994,"Santan Jakhan Satru","Bengali",5.7,1999,"All",162
2996,"Tamburo","Gujarati",6.5,2017,"NR",108
2997,"Shikshanachya Aaicha Gho","Marathi",6.9,2010,"All",107
2999,"Somm: Into the Bottle","English",7.3,2016,"16+",90
3000,"Joy Ride","English",6.6,2001,"13+",97
3003,"Magunira Shagada","English",7.6,2001,"NR",86
3004,"100%  Kadhal","Tamil",4.5,2019,"All",144
3005,"Agent C I A ( Hindi Dubbed of Dead Drop)","Hindi",3.6,2013,"13+",86
3008,"Noah","English",5.7,2014,"13+",137
3011,"Doc West - Part 1","English",6,2010,"7+",93
3013,"Golmaal Returns","Hindi",5.1,2008,"All",130
3014,"Chitchor","Hindi",7.5,1976,"All",103
3015,"Howl","Telugu",5.4,2015,"18+",92
3019,"Batman v Superman: Dawn of Justice","English",6.4,2016,"13+",151
3021,"Green is Gold","English",6,2016,"18+",82
3022,"Rocky Mental","Punjabi",5.6,2017,"13+",129
3024,"Jhansi","Telugu",6.8,2018,"13+",97
3027,"Kis Kisko Pyaar Karoon","Hindi",5.7,2015,"13+",132
3028,"The Code","English",6,2009,"18+",99
3029,"Johnny Gaddaar","Hindi",7.8,2007,"All",140
3030,"Charlie's Angels","English",4.8,2019,"13+",118
3033,"Hum Pyar Tumhi Se Kar Baithe","Hindi",5.8,2002,"All",138
3034,"Kaala Koothu","Tamil",5.9,2018,"All",114
3035,"Khamoshi","Hindi",7.7,1970,"NR",111
3036,"Neengal Kettavai (Tamil Language, English Subtitled)","Tamil",6,1984,"18+",125
3038,"Thupaki Ramudu","Telugu",6.4,2019,"13+",136
3039,"Bad Boys II","Telugu",6.6,2003,"13+",146
3040,"Savyasachi","Telugu",5.4,2018,"13+",147
3041,"1 1 3 Ora Tinjon","Bengali",4.6,2015,"13+",93
3043,"Jurassic Park","Hindi",8.1,1993,"13+",126
3045,"A Bigger Splash","English",6.4,2015,"18+",124
3046,"Silence Patton","English",6.6,2018,"16+",85
3047,"Chapters","Malayalam",6.3,2012,"All",107
3049,"The Hangover","English",7.7,2009,"18+",99
3050,"Murder","Kannada",5.3,2020,"13+",110
3051,"Jamindaru","Kannada",7.7,2002,"NR",160
3053,"Pratyaghat","Bengali",7.3,2017,"13+",130
3054,"Ishq Na Hove Rabba","Punjabi",3.3,2018,"All",106
3055,"Y a-t-il une vierge encore vivante?","English",6.4,2015,"NR",
3056,"45 Years","English",7.1,2015,"16+",94
3057,"School of Rock","English",7.1,2003,"13+",109
3058,"Freaky Ali","Hindi",4.9,2016,"13+",119
3059,"Dragon Blade","English",6,2015,"13+",127
3060,"The Internship","English",6.3,2013,"13+",119
3062,"Sketch (Hindi)","Hindi",5.7,2018,"13+",115
3063,"Mayer Adhikar","Bengali",5.2,1998,"NR",150
3064,"Happy Bhag Jayegi","Hindi",6.5,2016,"NR",125
3065,"A Master Builder","English",5.9,2013,"NR",127
3066,"L.A. Confidential","English",8.2,1997,"18+",137
3068,"Wrath of the Titans","Telugu",5.7,2012,"13+",99
3069,"Alifa","Bengali",7.9,2018,"NR",109
3071,"A Year in Champagne","English",6.5,2015,"13+",82
3072,"Miss Lovely","Hindi",6.4,2012,"13+",109
3073,"Hereditary","English",7.3,2018,"18+",127
3074,"Shaadi Ke Side Effects","Hindi",5.6,2014,"NR",141
3075,"Hum Hai Players","Hindi",5.3,2019,"13+",123
3076,"Bhoo Kailas","Kannada",7.1,1981,"NR",141
3077,"Dhanraj Tamang","Bengali",5.6,2017,"13+",108
3078,"San Andreas","Hindi",6.1,2015,"13+",114
3079,"VIP 2","Telugu",5.4,2017,"All",131
3080,"Howl","Hindi",5.4,2015,"18+",92
3081,"Silver Bullets","English",5.1,2011,"NR",68
3082,"Chhota Bheem - Dus Pe Dus","Hindi",4.5,2014,"All",62
3083,"Pilla Zamindar","Telugu",7.7,2011,"All",147
3084,"Pati Patni Aur Woh","Hindi",7.1,1978,"All",133
3086,"Uma","Bengali",7.3,2018,"13+",147
3087,"Laaga Chunari Mein Daag","Hindi",5.3,2007,"16+",139
3090,"Zero","Tamil",6.3,2016,"13+",144
3091,"The Defender","Tamil",4.9,2004,"18+",87
3092,"Hip Hip Hurray","Marathi",8.5,2011,"All",127
3093,"Dass","Tamil",3.1,2005,"All",161
3094,"Yuddham Sharanam","Telugu",5.9,2017,"13+",134
3095,"Uljhan","Hindi",6.5,1974,"All",137
3097,"Hamaal De Dhamaal","Marathi",6.6,1989,"All",125
3098,"Weekend Love","Telugu",4.7,2014,"13+",136
3099,"Flight 192","Marathi",5,2016,"16+",85
3100,"Sri Rama Rajyam","Telugu",6.7,2011,"All",172
3101,"The Angry Birds Movie","Tamil",6.3,2016,"7+",97
3102,"Tanu Weds Manu Returns","Hindi",7.6,2015,"NR",127
3103,"Striptease","English",4.5,1996,"18+",117
3105,"The Expendables 2","Telugu",6.6,2012,"18+",98
3106,"RX 100 ( In Hindi )","Hindi",6.9,2018,"13+",132
3107,"Asatthuranda","Tamil",6.1,2017,"13+",146
3108,"Mr Wrong Number","Malayalam",7.5,2014,"NR",122
3113,"Billionaire Boys Club","English",5.6,2018,"18+",104
3115,"Annabelle Comes Home","English",5.9,2019,"18+",106
3117,"Commitment","Gujarati",6.4,2017,"13+",135
3120,"Suhaag","Hindi",5.7,1979,"All",164
3122,"Plush","English",5.3,2013,"18+",99
3123,"Nayaki","Tamil",2.9,2016,"13+",113
3124,"The Lincoln Lawyer","English",7.3,2011,"18+",118
3125,"Sethupathi IPS","Tamil",6.9,1994,"All",128
3126,"The Lodge","English",6.1,2020,"18+",108
3127,"Journey 2: The Mysterious Island","English",5.8,2012,"All",94
3128,"Marjorie Prime","English",6.3,2017,"13+",98
3130,"Naachiyaar","Tamil",6.8,2018,"13+",98
3132,"Born To Race : Fast Track","Gujarati",5.3,2014,"16+",97
3134,"The Unborn","Hindi",4.8,2017,"All",20
3135,"Kshana Kshanam","Telugu",8.1,1991,"All",149
3137,"Raagam Anuragam","Malayalam",7.1,1991,"NR",95
3138,"Nanna Prakara","Kannada",6.4,2019,"13+",115
3139,"Saptapadii","Gujarati",7.2,2013,"13+",100
3140,"San Andreas","Telugu",6.1,2015,"13+",114
3142,"Before I Wake","English",6.2,2018,"16+",93
3144,"Kalangarai Vilakkam","Tamil",6.4,1965,"NR",142
3145,"Chaar Din Ki Chandni","Hindi",4.1,2012,"NR",131
3146,"Mee Shivajiraje Bhosale Boltoy","Marathi",7.9,2009,"All",147
3149,"Ala Modalaindhi","Telugu",7.7,2011,"All",134
3150,"Jeepers Creepers 2","Hindi",5.6,2003,"18+",104
3151,"Nasrani","Malayalam",4.2,2007,"NR",149
3152,"V (Malayalam)","Malayalam",6.6,2020,"16+",140
3153,"Teen Titans Go! Vs. Teen Titans","English",6.9,2019,"13+",76
3155,"Gemini Man","English",5.7,2019,"18+",117
3156,"Borbaad","Bengali",5.4,2017,"13+",140
3158,"I Am Not a Witch","English",6.9,2017,"16+",92
3159,"Jeevan Mrityu","Hindi",7,1970,"All",165
3160,"Brother's Day (Tamil)","Tamil",4.5,2019,"13+",163
3162,"Every Other Couple","English",6.6,2020,"13+",76
3164,"Maayavan","Tamil",7.3,2017,"13+",126
3165,"Kavacham","Kannada",5.5,2018,"13+",138
3167,"Terminator Salvation","English",6.5,2009,"13+",114
3168,"Bombay Summer","Hindi",6.3,2010,"18+",102
3170,"Despicable Me","English",7.6,2010,"7+",94
3172,"Transformers: Revenge of the Fallen","Tamil",6,2009,"13+",149
3173,"Deool","Marathi",8.2,2011,"All",145
3176,"Akhiyon Se Goli Maare","Hindi",5.1,2002,"All",143
3178,"2 Hours Love","Telugu",6.7,2019,"13+",150
3180,"Kittu Puttu","Kannada",7.5,1977,"NR",155
3183,"The End of Love","English",6,2012,"18+",92
3184,"Jimmy Ee Veedinte Aiswaryam","Malayalam",6.4,2019,"All",109
3185,"I Am Kalam","Telugu",8,2011,"All",88
3187,"Autorsha","Malayalam",5.7,2018,"All",131
3190,"Theeran (Hindi)","Hindi",8.2,2018,"13+",140
3191,"Sodari","Kannada",7.8,1995,"NR",101
3196,"Dhol","Hindi",6.3,2007,"13+",145
3198,"Scooby-Doo! Return to Zombie Island","English",5.7,2019,"13+",79
3199,"Swati Mutyam","Telugu",8.3,1986,"All",160
3200,"Dus","Hindi",5.5,2005,"13+",140
3201,"America","English",5.7,2013,"NR",
3202,"Permanent","English",5.6,2017,"18+",93
3203,"Noor","Hindi",4,2017,"13+",116
3205,"Ami Aadu","Bengali",7.4,2011,"All",116
3206,"Albert Pinto Ko Gussa Kyun Aata Hai?","Hindi",5.5,2019,"18+",82
3208,"Kaydyacha Bola","Marathi",7.1,2005,"All",133
3209,"Shrek 2","English",7.2,2004,"7+",92
3210,"Detective Dee: Mystery of the Phantom Flame","Telugu",6.6,2011,"13+",116
3211,"Gamer","Tamil",5.8,2009,"18+",94
3212,"Gori Tere Pyaar Mein","Hindi",4.9,2013,"13+",144
3214,"Crank: High Voltage aka Crank 2","English",6.2,2009,"18+",91
3215,"Nuvvala Nenila","Telugu",5.4,2014,"13+",138
3216,"Love, Kennedy","English",6.7,2017,"7+",91
3220,"Quicksand","English",5.3,2003,"18+",95
3223,"Andhra Mess","Tamil",3.3,2018,"13+",97
3225,"Majha Navra Tujhi Baiko","Marathi",6.1,2006,"All",147
3227,"Chathurangam","Malayalam",3,2002,"NR",149
3228,"Harry Potter and the Sorcerer's Stone","Hindi",7.6,2001,"All",152
3229,"Krutant","Marathi",6.5,2019,"13+",117
3230,"Parijatha","Kannada",7.2,2012,"NR",144
3231,"Inspector NottyK","Bengali",5.2,2018,"13+",144
3232,"Aksar","Hindi",4.8,2006,"18+",119
3233,"Sarileru Neekevvaru","Telugu",6,2020,"13+",171
3234,"Molly Aunty Rocks!","Malayalam",5.9,2012,"All",128
3235,"Looking Glass","English",4.6,2018,"18+",107
3238,"Thugs Of Hindostan (Tamil)","Tamil",4.1,2018,"16+",164
3239,"Tumbbad","Telugu",8.3,2018,"18+",104
3240,"Milan Talkies","Hindi",5,2019,"13+",140
3242,"The Smurfs","Tamil",5.4,2011,"7+",102
3245,"A Good Man","English",4.6,2014,"18+",103
3246,"Dead Birds","English",5.6,2004,"13+",90
3247,"Nawabzaade","Hindi",4.4,2018,"13+",109
3248,"Vellipomakey","Telugu",6.5,2017,"All",106
3249,"Monster","Tamil",6.8,2019,"All",137
3251,"Vichitram","Telugu",6,1999,"NR",138
3252,"Marjiana Abdullah","Bengali",7.6,1973,"NR",131
3254,"Zhagaram","Tamil",5.4,2019,"All",112
3257,"Byomkesh O Chiriakhana","Bengali",6.6,2017,"13+",102
3258,"The Boy","Tamil",6,2016,"16+",93
3259,"Anbe Vaa","Tamil",7,1966,"All",174
3261,"Aaj Ki Awaz","Hindi",5.7,1984,"18+",134
3262,"Ottamuri Velicham","Malayalam",7.3,2018,"NR",99
3263,"The Dark Knight Rises","Telugu",8.4,2012,"13+",164
3264,"Up Up & Up","Telugu",5.6,2019,"All",78
3265,"MCA (Middle Class Abbayi)","Telugu",5.9,2017,"13+",138
3266,"Geostorm","Tamil",5.3,2017,"13+",109
3267,"Anuranan","Bengali",6.7,2006,"All",106
3268,"Lord of the Rings: The Two Towers","English",8.7,2002,"13+",179
3270,"Dhruva","Kannada",5.7,2020,"All",140
3274,"Tambyacha Vishnubala","Marathi",7.4,2001,"18+",157
3277,"Hisss","Hindi",2.8,2010,"18+",97
3280,"Lucky Chance","Telugu",6.1,1994,"NR",113
3281,"After Sex","English",5.5,2008,"18+",77
3282,"Shool","Hindi",7.7,1999,"18+",134
3284,"Task Force","English",5.8,2000,"18+",95
3285,"The Diary of a Teenage Girl","English",6.9,2015,"18+",102
3287,"Janaadhipan","Malayalam",6,2019,"13+",120
3289,"Main Khiladi Tu Anari","Hindi",6.5,1994,"13+",169
3290,"The Matrix Reloaded","English",7.2,2003,"18+",138
3292,"Nikka Zaildar 3","Punjabi",4.1,2019,"13+",116
3294,"Mane Devru","Kannada",7.5,1993,"NR",134
3296,"Atlas Shrugged: Part II","English",5.4,2012,"16+",111
3299,"Elektra","English",4.7,2005,"13+",96
3300,"Meri Pyaari Bindu","Hindi",5.9,2017,"13+",116
3301,"Flight 192","Malayalam",5,2016,"16+",85
3302,"47 Rojulu","Telugu",6.8,1981,"NR",125
3303,"Mad Max: Fury Road","Hindi",8.1,2015,"18+",120
3304,"Bemisal","Hindi",7.1,1982,"All",142
3305,"Marley & Me","English",7.1,2008,"13+",115
3306,"Velaikkaran","Tamil",6.7,1987,"All",139
3307,"Roti","Hindi",6.9,1972,"All",149
3308,"PIRANHA 3DD","Hindi",3.7,2012,"18+",79
3310,"Pitch Perfect","English",7.1,2012,"18+",112
3311,"Per Sollum Pillai","Tamil",6.8,1987,"All",134
3312,"1942: A Love Story","Hindi",7.2,1994,"All",152
3313,"Bhoothnath","Hindi",6.3,2008,"All",130
3314,"Boomerang","Bengali",5.6,2018,"13+",75
3315,"Aarakshaka","Kannada",7,2012,"NR",141
3316,"Kabaddi Once Again","Punjabi",6.6,2012,"13+",160
3318,"Noriega: God's Favorite","English",6.3,2000,"18+",115
3319,"Calendar Girls","Hindi",4.2,2015,"18+",126
3321,"Evil Dead","Hindi",7.5,2013,"18+",91
3322,"Payal Ki Jhankaar","Hindi",5.6,1980,"All",114
3324,"Fandi","Marathi",4.5,2018,"13+",101
3326,"Ee Maya Peremito","Telugu",6.1,2018,"13+",108
3327,"Cold Skin","Telugu",6,2018,"16+",102
3329,"Friends","Malayalam",7.5,1999,"All",158
3330,"Flight 192","Telugu",5,2016,"16+",85
3334,"Sirf","Hindi",5.9,2008,"All",134
3335,"A Shyam Gopal Varma Film","Telugu",5.5,2014,"13+",103
3336,"A Dangerous Man","English",5.1,2009,"18+",91
3337,"The Stolen Princess (Hindi)","Hindi",6.1,2018,"All",88
3340,"Natsamrat","Gujarati",8.6,2018,"All",124
3341,"Kraurya","English",7.7,1995,"NR",119
3343,"Cloudy with a Chance of Meatballs","Telugu",6.9,2009,"7+",89
3344,"Lashtam Pashtam","Hindi",5.9,2018,"13+",108
3346,"Men in Black 3","Marathi",6.8,2012,"13+",105
3347,"Grown Ups 2","English",5.4,2013,"18+",100
3349,"Raja Vaaru Raani Gaaru","Tamil",7.5,2019,"13+",130
3353,"Juliet Lover Of Idiot","Telugu",5.7,2017,"13+",126
3354,"Sharyat","Marathi",5.7,2011,"All",126
3356,"Evil Dead","English",7.5,2013,"18+",91
3359,"Brother's Day (Malayalam)","Malayalam",4.5,2019,"13+",163
3360,"Jadi Jantem","Bengali",7.7,1974,"NR",141
3361,"Iruttu Araiyil Murattu Kuthu","Tamil",4.1,2018,"18+",117
3362,"Sainyam","Malayalam",6.5,1994,"All",172
3363,"Sriramudinta Srikrishnudanta","Telugu",7.1,2017,"13+",125
3364,"Transformers: Dark of the Moon","Marathi",6.2,2011,"13+",154
3365,"Alice Through the Looking Glass","English",6.2,1987,"13+",73
3366,"Barah Aana","Hindi",6.8,2009,"13+",91
3367,"Nadiya Ke Paar","Hindi",7.8,1982,"NR",126
3368,"Batman v Superman: Dawn of Justice","Telugu",6.4,2016,"13+",151
3369,"Captain Vidyut","Hindi",7.4,2020,"All",77
3370,"Tezz","Hindi",3.9,2012,"13+",121
3371,"Petrichor Chapter 1 Angst","Hindi",8.4,2016,"All",20
3372,"Mr. White Mr. Black","Hindi",3.3,2008,"NR",136
3373,"Neelagiri","Malayalam",5.3,1991,"13+",146
3374,"The Grudge","Tamil",4.3,2019,"18+",93
3375,"Fukrey","Hindi",6.9,2013,"All",135
3376,"Action","Tamil",4.5,2019,"13+",150
3377,"Subhalekha+lu","Telugu",6.9,2018,"13+",122
3380,"Bleeding Steel","Telugu",5.2,2017,"13+",105
3381,"Jeena Isi Ka Naam Hai","Hindi",5.3,2017,"13+",153
3383,"Naerukku Naer","Tamil",7.1,1997,"All",151
3384,"Amanush","Hindi",7,1975,"All",144
3385,"Double Seat","Marathi",7.8,2015,"All",129
3386,"Bambara Kannaley","Tamil",4,2005,"All",161
3387,"Dholi Taro Dhol Waage","Gujarati",3.4,2008,"All",160
3388,"Raaz Reboot","Hindi",4.4,2016,"18+",127
3391,"Panic Room","English",6.8,2002,"18+",111
3394,"Loha","Hindi",5.6,1987,"18+",154
3395,"Ghostbusters","English",6.4,2016,"13+",116
3397,"Hai Apna Dil Toh Awara","Hindi",6.1,2016,"13+",125
3398,"Baba Keno Chakar","Bengali",7.2,1998,"All",152
3399,"Penguins Of Madagascar","English",6.7,2014,"7+",91
3400,"At the Devil's Door","English",4.8,2014,"18+",93
3402,"Vaastav: The Reality","Hindi",8,1999,"13+",139
3404,"The SpongeBob SquarePants Movie","English",7.1,2004,"7+",87
3405,"Chhota Bheem - African Safari","Hindi",6.2,2015,"All",61
3408,"Jagamechida Maga","Kannada",8.2,1972,"NR",153
3409,"Lucifer (Malayalam)","Malayalam",7.5,2019,"13+",172
3410,"The Accountant","English",7.3,2016,"18+",127
3411,"South Park: Bigger, Longer & Uncut","English",7.7,1999,"18+",81
3412,"Dassehra","Hindi",3.8,2018,"13+",107
3413,"Aarohan","Bengali",8,2011,"NR",116
3415,"Sentinel, The","English",6.1,2006,"13+",108
3416,"Fan","Kannada",9.2,2019,"13+",142
3417,"Sangee","Bengali",7.1,2017,"13+",148
3418,"Dangar Doctor Jelly","Punjabi",5.5,2017,"All",133
3419,"Karma Yodha","Malayalam",4.2,2012,"13+",120
3420,"Namak Haraam","Hindi",7.3,1973,"All",135
3421,"Global Baba","Hindi",5.6,2016,"13+",111
3422,"Heza","Telugu",7.4,2019,"13+",108
3426,"Chirodini Tumi Je Amar","Bengali",6.7,2017,"13+",141
3427,"Hyena Road","English",6.5,2016,"18+",120
3428,"Oro Viliyum Kathorthu","Malayalam",4.8,1998,"NR",146
3429,"Hazaaron Khwaishein Aisi","Hindi",7.9,2005,"18+",105
3430,"Allied","English",7.1,2016,"NR",124
3431,"Criminal","Telugu",6.3,2016,"18+",108
3432,"Shwet Pathorer Thala","Bengali",7.1,1992,"NR",150
3434,"Kartha Karma Kriya","Telugu",6,2018,"13+",128
3435,"Rise Of The Zombie","Hindi",3.5,2013,"18+",83
3436,"Angarki","Marathi",6.3,2013,"13+",102
3438,"Sellvandhan","Tamil",7.5,2015,"NR",159
3439,"Moonlight","English",7.4,2016,"13+",110
3440,"Main Aisa Hi Hoon","Hindi",4.8,2005,"All",155
3442,"Ashche Abar Shobor","Bengali",6.3,2018,"18+",126
3443,"Dark Chocolate (Bengali)","Bengali",4.2,2016,"18+",90
3444,"Be-Shaque","Hindi",6.3,1981,"NR",121
3446,"Chunkzz","Malayalam",5.7,2017,"All",120
3447,"Kodagana Koli Nungitta","Kannada",7.4,2008,"NR",157
3448,"Kakkothikkavile Appooppan Thaadikal","Malayalam",7.3,1988,"NR",99
3451,"Pinjar","Hindi",8,2003,"13+",183
3452,"Standoff","English",6.1,2016,"16+",82
3453,"Gurupornima","Marathi",6.8,2014,"All",117
3454,"Tu Mera Ki Lagda","Punjabi",6.7,2019,"All",128
3455,"Mere Dad Ki Maruti","Hindi",6.4,2013,"13+",101
3456,"Jyeshthoputro","Bengali",7.6,2019,"All",123
3457,"R.I.P.D.","English",5.6,2013,"13+",95
3459,"Do Aur Do Paanch","Hindi",7,1980,"All",153
3463,"Baapjanma","Marathi",8.2,2017,"All",121
3464,"Wedding Pullav","Hindi",3.8,2015,"NR",123
3465,"Anwar","Malayalam",6.4,2010,"13+",128
3466,"Benkiya Bale","Kannada",6.6,1983,"NR",137
3468,"Paisa Vasool","Hindi",4.3,2004,"18+",132
3469,"True Story","English",6.3,2015,"18+",99
3470,"Oh My Friend","Telugu",6.6,2011,"All",130
3472,"Zamana","Hindi",6.3,1985,"All",155
3473,"Adithya Varma","Tamil",6.3,2019,"18+",165
3476,"Shamitabh","Hindi",6.8,2015,"NR",138
3477,"Puthukkottayile Puthumanavalan","Malayalam",6.8,1995,"All",114
3478,"Ke Tumi Nandini","Bengali",5.9,2017,"13+",136
3479,"Bhairavi","Hindi",5.6,1996,"All",145
3482,"Paavam Poornima","Malayalam",6.2,1984,"NR",131
3484,"Jaguar (Kannada)","Kannada",5.4,2016,"13+",159
3485,"Jamalaye Jibanta Manush","Bengali",7.5,2017,"13+",127
3486,"Sarkar Dada","Malayalam",2.9,2005,"All",130
3487,"Vamanapuram Bus Route","Malayalam",2.2,2004,"All",120
3488,"LEGO Marvel Black Panther","English",5.7,2018,"7+",22
3489,"Weapons of Mass Surveillance","English",6.8,2019,"13+",42
3491,"Armaan","Hindi",5.2,2003,"All",152
3492,"Insaaf Ki Awaaz","Hindi",4.8,1986,"All",162
3493,"Bhuban Majhi","Bengali",7.5,2017,"NR",113
3494,"Chal Man Jeetva Jaiye","Gujarati",8.7,2017,"All",116
3495,"The Legend of Tarzan","English",6.2,2016,"13+",109
3496,"Motherless Brooklyn","English",6.8,2019,"18+",144
3499,"Perazhagan","Tamil",6.4,2004,"All",146
3500,"Take Care Good Night","Marathi",7.5,2018,"13+",110
3501,"Up Up & Up","Malayalam",5.6,2019,"All",78
3502,"Watchmen","English",7.6,2009,"18+",162
3504,"Ik Sandhu Hunda Si","Punjabi",4.9,2020,"13+",114
3505,"Drishyam 2","Malayalam",8.9,2021,"13+",153
3506,"Justice Chaudhury","Hindi",5.6,1983,"All",157
3507,"Maunn","Hindi",8.8,2019,"NR",12
3508,"15 Lakh Kadon Aauga","Punjabi",6.9,2019,"13+",131
3510,"Ee Nagaraniki Emaindi","Telugu",7.9,2018,"13+",134
3511,"Aaradhana","Telugu",6.7,1976,"NR",164
3512,"10 Cloverfield Lane","English",7.2,2016,"18+",103
3513,"Boarding Gate","English",5.1,2007,"18+",106
3514,"Dhol Taashe","Marathi",5.4,2015,"NR",128
3515,"Zunj","Marathi",8.4,1974,"All",136
3516,"Amhi Jato Amuchya Gava","Marathi",7.1,1968,"All",127
3518,"Aa Dekhen Zara","Hindi",5,2009,"NR",111
3519,"Lara Croft: Tomb Raider","Tamil",5.8,2001,"18+",100
3520,"Kannad Gothilla","Kannada",5,2019,"13+",118
3521,"Logan Lucky","Telugu",7,2017,"16+",118
3522,"Hatya","Telugu",6.9,1992,"NR",85
3523,"Pela Adhi Akshar","Gujarati",7.2,2017,"13+",138
3524,"Return To Sender","English",5.1,2015,"18+",91
3527,"Virus","Malayalam",7.9,2019,"All",148
3530,"Agent Vinod","Hindi",5.7,1977,"All",145
3531,"Sthalathe Pradhana Payyans","Malayalam",5.9,1993,"NR",148
3532,"Chak Jawana","Punjabi",7.2,2010,"All",131
3533,"Vinci Da","Bengali",7.3,2019,"13+",114
3534,"Kiccha Huccha","Kannada",6.1,2010,"13+",133
3535,"Krishna","Bengali",4.7,2017,"13+",131
3536,"Shilpi","Bengali",8,1994,"All",96
3537,"Naksha","Hindi",3.2,2006,"13+",123
3538,"Bounty Hunters","Hindi",5.4,2016,"13+",105
3539,"She's the Man","English",6.3,2006,"13+",105
3540,"Ouija","English",4.5,2014,"18+",89
3542,"The Warrior's Way","Telugu",6.3,2010,"18+",96
3543,"Mohabbatein","Hindi",7.1,2000,"13+",215
3544,"Phoebe in Wonderland","English",7.1,2008,"18+",100
3545,"Jiban Niye Khela","Bengali",7.6,2017,"13+",138
